,sentID.BTEC,split,lang,sent,revised,CODA
1130,11714,corpus-6-test-corpus-26-train,KHA,ممكن أقاطع؟,,ممكن اقاطع؟
1131,11720,corpus-6-test-corpus-26-dev,KHA,وريني واحد أوسع.,,وريني واحد اوسع.
1132,11734,corpus-6-test-corpus-26-train,KHA,اعزرني. ممكن تبدل المقاعد معاي؟,اعذرني. ممكن تبدل المقاعد معاي؟,اعذرني. ممكن تبدل المقاعد معاي؟
1133,11746,corpus-6-test-corpus-26-train,KHA,نعم، طبعا.,,نعم، طبعا.
1134,11751,corpus-6-test-corpus-26-train,KHA,أمشي للكورنة و لف شمال عند الإشارة.,امشي للكورنة و لف شمال مع الإشارة.,امشي للكورنة و لف شمال مع الإشارة.
1135,11754,corpus-6-test-corpus-26-dev,KHA,هل بتحب دحروجات صغيرة ول واحدات أكبر؟,هل بتحب دحروجات صغيرة ولا واحدات اكبر؟,هل بتحب دحروجات صغيرة ولا واحدات اكبر؟
1136,11767,corpus-6-test-corpus-26-test,KHA,داير غرفة سنقل مع حمام بتمنين دولار، من فضلك.,,داير غرفة سنقل مع حمام بي ثمانين دولار، من فضلك.
1137,11800,corpus-6-test-corpus-26-train,KHA,داير أودع أشيائي القيمة في خزنة الفندق.,داير اخت حاجاتي القيمة في خزنة الفندق.,داير اخت حاجاتي القيمة في خزنة الفندق.
1138,11817,corpus-6-test-corpus-26-dev,KHA,عندك غرفة متاحة لي الليلة؟,,عندك غرفة متاحة لي الليلة؟
1139,11821,corpus-6-test-corpus-26-train,KHA,نعم، بس أتأكد ان عندك تزكرتك معاك.,,نعم، بس اتأكد ان عندك تزكرتك معاك.
1140,11862,corpus-6-test-corpus-26-train,KHA,فقط ناس بسيطين ح ينضموا للجولة الاختيارية.,ناس بسيطين بس ح يكونوا في الجولة الاختيارية.,ناس بسيطين بس حيكونوا في الجولة الاختيارية.
1141,11872,corpus-6-test-corpus-26-train,KHA,ما تهم. على كل حال، من فضلك وديني للمركز بتاع شايناتاون، ح أحاول ألقاه بنفسي.,ما يهمك. على اي حال، من فضلك وديني للمركز بتاع شايناتاون، ح احاول القاه براي.,ما يهمك. على اي حال، من فضلك وديني للمركز بتاع شايناتاون، حاحاول القاه براي.
1142,11879,corpus-6-test-corpus-26-train,KHA,ناس جداد اتعينوا في أبريل.,,ناس جداد اتعينوا في ابريل.
1143,11880,corpus-6-test-corpus-26-train,KHA,أتمنى ذلك.,,اتمنى ذلك.
1144,11885,corpus-6-test-corpus-26-train,KHA,اتنين سكوتش و موية، من فضلك.,,اثنين سكوتش و موية، من فضلك.
1145,11901,corpus-6-test-corpus-26-train,KHA,من اللاعب؟,اللاعب منو؟,اللاعب منو؟
1146,11913,corpus-6-test-corpus-26-dev,KHA,ممكن تتصل على إذا لقيت شنطي؟,,ممكن تتصل علي اذا لقيت شنطي؟
1147,11916,corpus-6-test-corpus-26-train,KHA,للشمال، من فضلك.,,للشمال، من فضلك.
1148,11932,corpus-6-test-corpus-26-test,KHA,ممكن تقيف معاي لصورة؟,,ممكن تقيف معاي لي صورة؟
1149,11938,corpus-6-test-corpus-26-dev,KHA,لا، داير تقيده؟,,لا، داير تقيده؟
1150,11949,corpus-6-test-corpus-26-train,KHA,السن دي الفي الأمام بتوجع.,السن القدام دي بتوجع.,السن القدام دي بتوجع.
1151,11959,corpus-6-test-corpus-26-train,KHA,ما هي آخر لعبة كمبيوتر لعمر خمستاشر سنة؟,اجد لعبة كمبيوتر لي ولد عمره خمستاشر سنة شنو؟,اجد لعبة كمبيوتر لي ولد عمره خمستعشر سنة شنو؟
1152,11972,corpus-6-test-corpus-26-train,KHA,ح نشوفك بكرة.,,حنشوفك بكرة.
1153,11973,corpus-6-test-corpus-26-test,KHA,هل هناك كافيتريا أقل غلاء قريب من هنا؟,هل هناك كافيتريا ارخص قريبة من هنا؟,هل هناك كافيتريا ارخص قريبة من هنا؟
1154,11975,corpus-6-test-corpus-26-train,KHA,لا، لكن شكرا. انا حاسي أحسن.,,لا، لكن شكرا. انا حاسي احسن.
1155,11976,corpus-6-test-corpus-26-train,KHA,هل عندك اي عيش؟,,هل عندك اي عيش؟
1156,11977,corpus-6-test-corpus-26-train,KHA,كيف اجادتك للكمان؟,مستواك في الكمان كيف؟,مستواك في الكمان كيف؟
1157,11990,corpus-6-test-corpus-26-train,KHA,صحبي اتزلق و وقع في الحمام.,,صحبي اتزلق و وقع في الحمام.
1158,11991,corpus-6-test-corpus-26-train,KHA,ممكن اخد طفاية؟,,ممكن اخد طفاية؟
1159,11997,corpus-6-test-corpus-26-train,KHA,المسيحية كانت محظورة و البلد كانت مقفولة من باقي العالم.,,المسيحية كانت محظورة و البلد كانت مقفولة من باقي العالم.
1160,12005,corpus-6-test-corpus-26-train,KHA,داير كم انت؟,,داير كم انت؟
1161,12012,corpus-6-test-corpus-26-train,KHA,كوكتيل جمبري ليها و نفس الشي لي أنا.,,كوكتيل جمبري ليها و نفس الشي لي انا.
1162,12033,corpus-6-test-corpus-26-train,KHA,ممكن اخليك توقع هنا؟ و من فضلك بداية هنا.,,ممكن اخليك توقع هنا؟ و من فضلك بداية هنا.
1163,12035,corpus-6-test-corpus-26-train,KHA,إنها سعادة عظيمة لي أن أزور مكاتبك الرئيسية و احصل علي نقاش كبير معاك. شكرا ليك كتير لتعاونك الطيب.,هي سعادة عظيمة لي ان ازور مكاتبك الرئيسية و اعمل نقاش كبير معاك. شكرا ليك كتير لتعاونك الطيب.,هي سعادة عظيمة لي ان ازور مكاتبك الرئيسية و اعمل نقاش كبير معاك. شكرا ليك كثير لي تعاونك الطيب.
1164,12054,corpus-6-test-corpus-26-train,KHA,شخيرك مزعج.,,شخيرك مزعج.
1165,12056,corpus-6-test-corpus-26-train,KHA,ما بحب اللون بعد دا كله. ممكن أرجع دا؟,ما بحب اللون دا كله كله. ممكن ارجع دا؟,ما بحب اللون ده كله كله. ممكن ارجع ده؟
1166,12057,corpus-6-test-corpus-26-dev,KHA,اطلع برة الباب داك هناك، و انتظر في الموقف رقم ستة.,,اطلع برة الباب داك هناك، و انتظر في الموقف رقم ستة.
1167,12060,corpus-6-test-corpus-26-dev,KHA,جداد مشوي، من فضلك.,,جداد مشوي، من فضلك.
1168,12069,corpus-6-test-corpus-26-train,KHA,ممكن احصل على بعض الفلفل؟,ممكن شوية فلفل؟,ممكن شوية فلفل؟
1169,12074,corpus-6-test-corpus-26-test,KHA,أيوة، داير حاجة اقراها.,,ايوة، داير حاجة اقراها.
1170,12101,corpus-6-test-corpus-26-train,KHA,معاك مستر تاكاباشي في غرفة خمسة تسعة وأربعين. ممكن ترسل أربعة قارورات من بيرة براوزر، من فضلك؟,,معاك مستر تاكاباشي في غرفة خمسة تسعة وأربعين. ممكن ترسل اربعة قارورات من بيرة براوزر، من فضلك؟
1171,12131,corpus-6-test-corpus-26-train,KHA,دي سبعين دولار.,,دي سبعين دولار.
1172,12140,corpus-6-test-corpus-26-train,KHA,من فضلك اتصل على فندقي لم تلقى شنطي.,من فضلك اضرب لي فندقي لمن تلقى شنطي.,من فضلك اضرب لي فندقي لمن تلقى شنطي.
1173,12150,corpus-6-test-corpus-26-train,KHA,داير مكالمة إيقاظ عند تمنية و تلاتين صباحا، من فضلك.,داير مكالمة تصحيني تمنية و نص صباحا، من فضلك.,داير مكالمة تصحيني ثمانية و نص صباحا، من فضلك.
1174,12167,corpus-6-test-corpus-26-train,KHA,أيوة، لكن دا كتير شديد و انا اساسا ملان.,,ايوة، لكن ده كثير شديد و انا اساسا ملان.
1175,12172,corpus-6-test-corpus-26-train,KHA,داير بعض غسول الفم.,داير شوية غسول فم.,داير شوية غسول فم.
1176,12173,corpus-6-test-corpus-26-train,KHA,ما حاسي تمام.,,ما حاسي تمام.
1177,12182,corpus-6-test-corpus-26-train,KHA,هل انت بتدي اي تخفيض كبير؟,,هل انت بتدي اي تخفيض كبير؟
1178,12193,corpus-6-test-corpus-26-train,KHA,طوكيو صفر تلاتة اربع تسعات أربعة خمسة ستة سبعة.,,طوكيو صفر ثلاثة اربع تسعات اربعة خمسة ستة سبعة.
1179,12240,corpus-6-test-corpus-26-train,KHA,ممكن تساعدني القي حديقة الحيوان؟,,ممكن تساعدني القي حديقة الحيوان؟
1180,12246,corpus-6-test-corpus-26-train,KHA,ح توريني اضبطوا كيف؟,,حتوريني اضبطوا كيف؟
1181,12247,corpus-6-test-corpus-26-train,KHA,حوالي الزمن كم جولة البص بتنتهي؟,جولة البص بتنتهي حوالي كم؟,جولة البص بتنتهي حوالي كم؟
1182,12254,corpus-6-test-corpus-26-train,KHA,هل تعرف كيف تستخدم تلفون؟,هل بتعرف كيف تستخدم تلفون؟,هل بتعرف كيف تستخدم تلفون؟
1183,12259,corpus-6-test-corpus-26-train,KHA,اكيد. عندنا بعض علامات الكتب أمريكية اصلية جميلة.,اكيد. عندنا شوية ماركات كتب امريكية اصلية جميلة.,اكيد. عندنا شوية ماركات كتب امريكية اصلية جميلة.
1184,12298,corpus-6-test-corpus-26-train,KHA,مشغل مكالمات يتكلم ياباني، من فضلك.,,مشغل مكالمات يتكلم ياباني، من فضلك.
1185,12331,corpus-6-test-corpus-26-train,KHA,نحن مهتمين بالموضة.,,نحن مهتمين بالموضة.
1186,12333,corpus-6-test-corpus-26-train,KHA,ممكن تديني مقطورة؟,ممكن تديني دفرة؟,ممكن تديني دفرة؟
1187,12345,corpus-6-test-corpus-26-train,KHA,هل دا الكلنك إف؟,,هل ده الكلنك اف؟
1188,12364,corpus-6-test-corpus-26-train,KHA,اهلا، انسة ياماقوشي؟ الطرف التاني في الخط. مكالمتك اتقبلت. اتفضلي، من فضلك.,,اهلا، انسة ياماقوشي؟ الطرف الثاني في الخط. مكالمتك اتقبلت. اتفضلي، من فضلك.
1189,12391,corpus-6-test-corpus-26-test,KHA,وين ممكن اشتري تزكرة رفع قسيمة؟,,وين ممكن اشتري تزكرة رفع قسيمة؟
1190,12396,corpus-6-test-corpus-26-train,KHA,ياتو زمن ح نصل في لوس أنجلوس؟,ح نصل لي لوس انجلوس متين؟,حنصل لي لوس انجلوس متين؟
1191,12403,corpus-6-test-corpus-26-train,KHA,أمشي دغري لحوالي خمسة دقائق، و لف شمال.,,امشي دغري لحوالي خمسة دقائق، و لف شمال.
1192,12416,corpus-6-test-corpus-26-train,KHA,هو الشارع دا تجاه الشاطئ.,,هو الشارع ده تجاه الشاطئ.
1193,12420,corpus-6-test-corpus-26-train,KHA,الشاي العشبي دا بساعد في تجديد الجسم.,,الشاي العشبي ده بساعد في تجديد الجسم.
1194,12421,corpus-6-test-corpus-26-train,KHA,دي ما مصنوعة في اليابان، ول لا؟,دي ما مصنوعة في اليابان، ولا لا؟,دي ما مصنوعة في اليابان، ولا لا؟
1195,12443,corpus-6-test-corpus-26-train,KHA,كله تمام. الشارع دا من فضلك. ح اوديك لغرفتك.,,كله تمام. الشارع ده من فضلك. حاوديك لي غرفتك.
1196,12479,corpus-6-test-corpus-26-train,KHA,لازم أغادر الفندق قبل الظهر.,لازم امشي من الفندق قبل الظهر.,لازم امشي من الفندق قبل الظهر.
1197,12495,corpus-6-test-corpus-26-train,KHA,اتنين هامبرقر و قهوتين، من فضلك. داير اشيلهم برة.,,اثنين هامبرقر و قهوتين، من فضلك. داير اشيلهم برة.
1198,12510,corpus-6-test-corpus-26-train,KHA,ممكن أشيل الشنط دي؟,,ممكن اشيل الشنط دي؟
1199,12527,corpus-6-test-corpus-26-train,KHA,طلبت لحم، ما سمك. ممكن تغير دا؟,,طلبت لحم، ما سمك. ممكن تغير ده؟
1200,12546,corpus-6-test-corpus-26-train,KHA,طفلي أتحذر تماما.,,طفلي اتحذر تماما.
1201,12551,corpus-6-test-corpus-26-train,KHA,أنا مريض للمعدة.,انا مريض في المعدة.,انا مريض في المعدة.
1202,12556,corpus-6-test-corpus-26-train,KHA,الجاكيت دا ما مقاسي.,,الجاكيت ده ما مقاسي.
1203,12557,corpus-6-test-corpus-26-train,KHA,داير أقابل مستر ويليام.,,داير اقابل مستر ويليام.
1204,12560,corpus-6-test-corpus-26-train,KHA,عنده تشكيلة لسبعة فيتامينات و معادن.,,عنده تشكيلة لي سبعة فيتامينات و معادن.
1205,12562,corpus-6-test-corpus-26-test,KHA,السن متروم.,السن ملكلكة.,السن ملكلكة.
1206,12589,corpus-6-test-corpus-26-train,KHA,ممكن احصل علي إعادة المبلغ لم أرجع لليابان؟,ممكن ارجع قروشي لمن ارجع لليابان؟,ممكن ارجع قروشي لمن ارجع لليابان؟
1207,12599,corpus-6-test-corpus-26-train,KHA,الصحن دا مصنوع من شنو؟,,الصحن ده مصنوع من شنو؟
1208,12603,corpus-6-test-corpus-26-train,KHA,أي بلد مصنوع فيها دا؟,ده مصنوع في ياتو بلد؟,ده مصنوع في ياتو بلد؟
1209,12608,corpus-6-test-corpus-26-train,KHA,ممكن تعمله في عشرة دقائق؟,,ممكن تعمله في عشرة دقائق؟
1210,12611,corpus-6-test-corpus-26-dev,KHA,انا ما تمام في الإنجليزي. هل في أي زول هنا بتكلم ياباني؟,انا ما كويس في الإنجليزي. هل في اي زول هنا بتكلم ياباني؟,انا ما كويس في الإنجليزي. هل في اي زول هنا بتكلم ياباني؟
