,raw,coda
5196,داير,داير
5197,ترايبود,ترايبود
5198,داير,داير
5199,جاكت,جاكت
5200,رياضي,رياضي
5201,ممكن,ممكن
5202,تقعد,تقعد
5203,في,في
5204,بيتي,بيتي
5205,ممكن,ممكن
5206,اتكي,اتكي
5207,مقعدي,مقعدي
5208,من,من
5209,فضلك,فضلك
5210,جاكيت,جاكيت
5211,سمح,سمح
5212,هل,هل
5213,هو,هو
5214,صناعة,صناعة
5215,بريطانية,بريطانية
5216,اتنين,اثنين
5217,بالغين,بالغين
5218,و,و
5219,طفلين,طفلين
5220,من,من
5221,فضلك,فضلك
5222,السعر,السعر
5223,كم,كم
5224,ستر,ستر
5225,رواز,رواز
5226,حقق,حقق
5227,اعظم,اعظم
5228,نجاح,نجاح
5229,في,في
5230,الف,الف
5231,تسعمية,تسعمية
5232,اربعة,اربعة
5233,وتمانين,وثمانين
5234,وين,وين
5235,حتة,حتة
5236,غير,غير
5237,المدخنين,المدخنين
5238,ديك,ديك
5239,"""ت""","""ت"""
5240,زي,زي
5241,الفي,الفي
5242,توم,توم
5243,نعم,نعم
5244,عندي,عندي
5245,منها,منها
5246,هنا,هنا
5247,يا,يا
5248,تارو,تارو
5249,اعتقد,اعتقد
5250,انه,انه
5251,جميل,جميل
5252,داير,داير
5253,شوية,شوية
5254,تفاح,تفاح
5255,من,من
5256,فضلك,فضلك
5257,هو,هو
5258,لشنو,لشنو
5259,اي,اي
5260,كردت,كردت
5261,كارد,كارد
5262,بتقبل,بتقبل
5263,طيب,طيب
5264,اسي,اسي
5265,زمن,زمن
5266,الغداء,الغداء
5267,داير,داير
5268,تناقشه,تناقشه
5269,خلال,خلال
5270,الغداء,الغداء
5271,مسجل,مسجل
5272,الفيديو,الفيديو
5273,اتسرق,اتسرق
5274,من,من
5275,غرفتي,غرفتي
5276,الجزم,الجزم
5277,دي,دي
5278,قوية,قوية
5279,من,من
5280,فضلك,فضلك
5281,كلمه,كلمه
5282,اني,اني
5283,منتظر,منتظر
5284,مكالمات,مكالمات
5285,هاتفية,هاتفية
5286,هم,هم
5287,بقولوا,بقولوا
5288,الأنفلونزا,الأنفلونزا
5289,منتشرة,منتشرة
5290,هناك,هناك
5291,جوة,جوة
5292,انا,انا
5293,آسف,آسف
5294,نحن,نحن
5295,اتملينا,اتملينا
5296,لليلة,لليلة
5297,بكرة,بكرة
5298,انا,انا
5299,مع,مع
5300,ناس,ناس
5301,اصحاب,اصحاب
5302,على,على
5303,حسب,حسب
5304,كلام,كلام
5305,جورو,جورو
5306,مستر,مستر
5307,يامادا,يامادا
5308,عنده,عنده
5309,طفلين,طفلين
5310,ممكن,ممكن
5311,تقول,تقول
5312,تاني,ثاني
5313,دايرالف,دايرالف
5314,في,في
5315,برج,برج
5316,لندن,لندن
5317,من,من
5318,فضلك,فضلك
5319,اربط,اربط
5320,حزام,حزام
5321,مقعدك,مقعدك
5322,رقم,رقم
5323,المنطقة,المنطقة
5324,تلاتة,ثلاثة
5325,رقم,رقم
5326,الهاتف,الهاتف
5327,اتنين,اثنين
5328,تلاتة,ثلاثة
5329,اربعة,اربعة
5330,تلاتة,ثلاثة
5331,اربعة,اربعة
5332,صفر,صفر
5333,صفر,صفر
5334,اعذرني,اعذرني
5335,هل,هل
5336,في,في
5337,اي,اي
5338,كبرى,كبرى
5339,قريب,قريب
5340,من,من
5341,هنا,هنا
5342,اعزرني,اعذرني
5343,داير,داير
5344,استخدم,استخدم
5345,الحمام,الحمام
5346,هو,هو
5347,تعبان,تعبان
5348,هدومه,هدومه
5349,دايما,دايما
5350,برة,برة
5351,الموضة,الموضة
5352,هل,هل
5353,عندك,عندك
5354,اكل,اكل
5355,بحري,بحري
5356,داك,داك
5357,غالي,غالي
5358,شديد,شديد
5359,داير,داير
5360,لكن,لكن
5361,آسف,آسف
5362,ما,ما
5363,بقدر,بقدر
5364,اعمله,اعمله
5365,في,في
5366,الزمن,الزمن
5367,دا,ده
5368,ملح,ملح
5369,من,من
5370,فضلك,فضلك
5371,من,من
5372,فضلك,فضلك
5373,استعمل,استعمل
5374,غرفة,غرفة
5375,القياس,القياس
5376,هناك,هناك
5377,ممكن,ممكن
5378,تفضي,تفضي
5379,لي,لي
5380,الطربيزة,الطربيزة
5381,من,من
5382,فضلك,فضلك
5383,كيف,كيف
5384,الوالدين,الوالدين
5385,اليابانيين,اليابانيين
5386,بربو,بربو
5387,اطفالهم,اطفالهم
5388,هل,هل
5389,هم,هم
5390,صارمين,صارمين
5391,مع,مع
5392,اطفالهم,اطفالهم
5393,ممكن,ممكن
5394,توريني,توريني
5395,ساعات,ساعات
5396,العمل,العمل
5397,من,من
5398,فضلك,فضلك
5399,لفهم,لفهم
5400,بشكل,بشكل
5401,منفصل,منفصل
5402,بطني,بطني
5403,شكلها,شكلها
5404,تقيلة,تقيلة
5405,داك,داك
5406,شكله,شكله
5407,سمح,سمح
5408,وين,وين
5409,ممكن,ممكن
5410,ننتظرك,ننتظرك
5411,ممكن,ممكن
5412,نبدأ,نبدأ
5413,اللعب,اللعب
5414,لمن,لمن
5415,ينتهوا,ينتهوا
5416,سكان,سكان
5417,اليابان,اليابان
5418,حوالي,حوالي
5419,مية,مية
5420,و,و
5421,عشرين,عشرين
5422,مليون,مليون
5423,املأ,املأ
5424,البيانات,البيانات
5425,دي,دي
5426,في,في
5427,بطاقة,بطاقة
5428,التسجيل,التسجيل
5429,ممكن,ممكن
5430,استرجع,استرجع
5431,حاجاتي,حاجاتي
5432,مستر,مستر
5433,كوباياشي,كوباياشي
5434,كان,كان
5435,بفتش,بفتش
5436,ليك,ليك
5437,داير,داير
5438,اسافر,اسافر
5439,من,من
5440,شانغهاي,شانغهاي
5441,لي,لي
5442,هاواي,هاواي
5443,بالسفينة,بالسفينة
5444,ممكن,ممكن
5445,ترسل,ترسل
5446,زول,زول
5447,ممكن,ممكن
5448,تجهزه,تجهزه
5449,الساعة,الساعة
5450,خمسة,خمسة
5451,العصر,العصر
5452,بكرة,بكرة
5453,بياخد,بياخد
5454,عشرة,عشرة
5455,دقايق,دقايق
5456,كداري,كداري
5457,قبل,قبل
5458,ما,ما
5459,اليوم,اليوم
5460,اخلص,اخلص
5461,ممكن,ممكن
5462,تديني,تديني
5463,دقايق,دقايق
5464,وين,وين
5465,ممكن,ممكن
5466,ابركن,ابركن
5467,عربيتي,عربيتي
5468,انا,انا
5469,حاسي,حاسي
5470,بي,بي
5471,برد,برد
5472,و,و
5473,بطني,بطني
5474,بتوجع,بتوجع
5475,شديد,شديد
5476,سكوتش,سكوتش
5477,و,و
5478,موية,موية
5479,من,من
5480,فضلك,فضلك
5481,و,و
5482,هل,هل
5483,عندك,عندك
5484,اي,اي
5485,وجبة,وجبة
5486,خفيفة,خفيفة
5487,كيف,كيف
5488,ممكن,ممكن
5489,اطفي,اطفي
5490,الإضاءة,الإضاءة
5491,دي,دي
5492,هل,هل
5493,هو,هو
5494,مشغول,مشغول
5495,شديد,شديد
5496,الليلة,الليلة
5497,داير,داير
5498,خيط,خيط
5499,اديني,اديني
5500,شهادة,شهادة
5501,طبية,طبية
5502,من,من
5503,فضلك,فضلك
5504,انا,انا
5505,ما,ما
5506,حاسي,حاسي
5507,كويس,كويس
5508,من,من
5509,فضلك,فضلك
5510,اديني,اديني
5511,شوية,شوية
5512,دواء,دواء
5513,ممكن,ممكن
5514,آخد,آخد
5515,جريدة,جريدة
5516,يابانية,يابانية
5517,من,من
5518,فضلك,فضلك
5519,كله,كله
5520,تمام,تمام
5521,ممكن,ممكن
5522,اوقف,اوقف
5523,العربية,العربية
5524,في,في
5525,اي,اي
5526,مكان,مكان
5527,كم,كم
5528,سعر,سعر
5529,التوقيف,التوقيف
5530,هل,هل
5531,في,في
5532,اي,اي
5533,اكسبريس,اكسبريس
5534,لي,لي
5535,بوسطن,بوسطن
5536,من,من
5537,فضلك,فضلك
5538,ابقى,ابقى
5539,لي,لي
5540,صاحب,صاحب
5541,بالمراسلة,بالمراسلة
5542,انا,انا
5543,متحمس,متحمس
5544,جدا,جدا
5545,ما,ما
5546,قادر,قادر
5547,اكون,اكون
5548,قاعد,قاعد
5549,ممكن,ممكن
5550,انزل,انزل
5551,في,في
5552,فندق,فندق
5553,الهيلتون,الهيلتون
5554,دايرك,دايرك
5555,تزحه,تزحه
5556,امشي,امشي
5557,شمال,شمال
5558,بالشارع,بالشارع
5559,دا,ده
5560,و,و
5561,اخد,اخد
5562,اول,اول
5563,يمين,يمين
5564,داير,داير
5565,شوية,شوية
5566,قوة,قوة
5567,جسد,جسد
5568,هل,هل
5569,في,في
5570,اي,اي
5571,اكل,اكل
5572,ما,ما
5573,حار,حار
5574,شديد,شديد
5575,و,و
5576,سبايسي,سبايسي
5577,هل,هل
5578,هو,هو
5579,قريب,قريب
5580,كفاية,كفاية
5581,للمشي,للمشي
5582,داير,داير
5583,شوية,شوية
5584,كريم,كريم
5585,يد,يد
5586,ممكن,ممكن
5587,تمرر,تمرر
5588,لي,لي
5589,الملح,الملح
5590,داير,داير
5591,امشي,امشي
5592,لي,لي
5593,وول,وول
5594,استريت,استريت
5595,كيف,كيف
5596,اصل,اصل
5597,هناك,هناك
5598,ممكن,ممكن
5599,تصلح,تصلح
5600,دا,ده
5601,مساء,مساء
5602,الخير,الخير
5603,اهلا,اهلا
5604,ما,ما
5605,قادر,قادر
5606,القى,القى
5607,عفشك,عفشك
5608,امشي,امشي
5609,دغري,دغري
5610,من,من
5611,فضلك,فضلك
5612,هل,هل
5613,الموية,الموية
5614,هنا,هنا
5615,صالحة,صالحة
5616,للشرب,للشرب
5617,اااه,اااه
5618,ياللا,ياللا
5619,دولارين,دولارين
5620,فقط,فقط
5621,طيب,طيب
5622,خلينا,خلينا
5623,نمشي,نمشي
5624,ممكن,ممكن
5625,اساعدك,اساعدك
5626,في,في
5627,واجبك,واجبك
5628,المنزلي,المنزلي
5629,بعد,بعد
5630,ناخد,ناخد
5631,شوية,شوية
5632,بيتزا,بيتزا
5633,نعم,نعم
5634,مستر,مستر
5635,تاناكا,تاناكا
5636,في,في
5637,رسالتين,رسالتين
5638,ليك,ليك
5639,ما,ما
5640,بناسبني,بناسبني
5641,بكرة,بكرة
5642,يوم,يوم
5643,تاني,تاني
5644,امكن,امكن
5645,اقدر,اقدر
5646,اساعدك,اساعدك
5647,هل,هل
5648,انت,انت
5649,محتاج,محتاج
5650,لي,لي
5651,فيتامين,فيتامين
5652,سي,سي
5653,محفظتي,محفظتي
5654,اتنشلت,اتنشلت
5655,في,في
5656,القطر,القطر
5657,هو,هو
5658,بعيد,بعيد
5659,جدا,جدا
5660,احسن,احسن
5661,تاخد,تاخد
5662,تكسي,تكسي
5663,داير,داير
5664,مقعد,مقعد
5665,ممر,ممر
5666,من,من
5667,فضلك,فضلك
5668,ممكن,ممكن
5669,اقاطع,اقاطع
5670,وريني,وريني
5671,واحد,واحد
5672,اوسع,اوسع
5673,اعذرني,اعذرني
5674,ممكن,ممكن
5675,تبدل,تبدل
5676,المقاعد,المقاعد
5677,معاي,معاي
5678,نعم,نعم
5679,طبعا,طبعا
5680,امشي,امشي
5681,للكورنة,للكورنة
5682,و,و
5683,لف,لف
5684,شمال,شمال
5685,مع,مع
5686,الإشارة,الإشارة
5687,هل,هل
5688,بتحب,بتحب
5689,دحروجات,دحروجات
5690,صغيرة,صغيرة
5691,ولا,ولا
5692,واحدات,واحدات
5693,اكبر,اكبر
5694,داير,داير
5695,اخت,اخت
5696,حاجاتي,حاجاتي
5697,القيمة,القيمة
5698,في,في
5699,خزنة,خزنة
5700,الفندق,الفندق
5701,عندك,عندك
5702,غرفة,غرفة
5703,متاحة,متاحة
5704,لي,لي
5705,الليلة,الليلة
5706,نعم,نعم
5707,بس,بس
5708,اتأكد,اتأكد
5709,ان,ان
5710,عندك,عندك
5711,تزكرتك,تزكرتك
5712,معاك,معاك
5713,ناس,ناس
5714,جداد,جداد
5715,اتعينوا,اتعينوا
5716,في,في
5717,ابريل,ابريل
5718,اتمنى,اتمنى
5719,ذلك,ذلك
5720,اتنين,اثنين
5721,سكوتش,سكوتش
5722,و,و
5723,موية,موية
5724,من,من
5725,فضلك,فضلك
5726,اللاعب,اللاعب
5727,منو,منو
5728,ممكن,ممكن
5729,تتصل,تتصل
5730,على,علي
5731,اذا,اذا
5732,لقيت,لقيت
5733,شنطي,شنطي
5734,للشمال,للشمال
5735,من,من
5736,فضلك,فضلك
5737,لا,لا
5738,داير,داير
5739,تقيده,تقيده
5740,السن,السن
5741,القدام,القدام
5742,دي,دي
5743,بتوجع,بتوجع
5744,اجد,اجد
5745,لعبة,لعبة
5746,كمبيوتر,كمبيوتر
5747,لي,لي
5748,ولد,ولد
5749,عمره,عمره
5750,خمستاشر,خمستعشر
5751,سنة,سنة
5752,شنو,شنو
5753,هل,هل
5754,هناك,هناك
5755,كافيتريا,كافيتريا
5756,ارخص,ارخص
5757,قريبة,قريبة
5758,من,من
5759,هنا,هنا
5760,لا,لا
5761,لكن,لكن
5762,شكرا,شكرا
5763,انا,انا
5764,حاسي,حاسي
5765,احسن,احسن
5766,هل,هل
5767,عندك,عندك
5768,اي,اي
5769,عيش,عيش
5770,مستواك,مستواك
5771,في,في
5772,الكمان,الكمان
5773,كيف,كيف
5774,صحبي,صحبي
5775,اتزلق,اتزلق
5776,و,و
5777,وقع,وقع
5778,في,في
5779,الحمام,الحمام
5780,ممكن,ممكن
5781,اخد,اخد
5782,طفاية,طفاية
5783,المسيحية,المسيحية
5784,كانت,كانت
5785,محظورة,محظورة
5786,و,و
5787,البلد,البلد
5788,كانت,كانت
5789,مقفولة,مقفولة
5790,من,من
5791,باقي,باقي
5792,العالم,العالم
5793,داير,داير
5794,كم,كم
5795,انت,انت
5796,كوكتيل,كوكتيل
5797,جمبري,جمبري
5798,ليها,ليها
5799,و,و
5800,نفس,نفس
5801,الشي,الشي
5802,لي,لي
5803,انا,انا
5804,ممكن,ممكن
5805,اخليك,اخليك
5806,توقع,توقع
5807,هنا,هنا
5808,و,و
5809,من,من
5810,فضلك,فضلك
5811,بداية,بداية
5812,هنا,هنا
5813,شخيرك,شخيرك
5814,مزعج,مزعج
5815,ما,ما
5816,بحب,بحب
5817,اللون,اللون
5818,دا,ده
5819,كله,كله
5820,كله,كله
5821,ممكن,ممكن
5822,ارجع,ارجع
5823,دا,ده
5824,اطلع,اطلع
5825,برة,برة
5826,الباب,الباب
5827,داك,داك
5828,هناك,هناك
5829,و,و
5830,انتظر,انتظر
5831,في,في
5832,الموقف,الموقف
5833,رقم,رقم
5834,ستة,ستة
5835,جداد,جداد
5836,مشوي,مشوي
5837,من,من
5838,فضلك,فضلك
5839,ممكن,ممكن
5840,شوية,شوية
5841,فلفل,فلفل
5842,ايوة,ايوة
5843,داير,داير
5844,حاجة,حاجة
5845,اقراها,اقراها
5846,معاك,معاك
5847,مستر,مستر
5848,تاكاباشي,تاكاباشي
5849,في,في
5850,غرفة,غرفة
5851,خمسة,خمسة
5852,تسعة,تسعة
5853,وأربعين,وأربعين
5854,ممكن,ممكن
5855,ترسل,ترسل
5856,اربعة,اربعة
5857,قارورات,قارورات
5858,من,من
5859,بيرة,بيرة
5860,براوزر,براوزر
5861,من,من
5862,فضلك,فضلك
5863,دي,دي
5864,سبعين,سبعين
5865,دولار,دولار
5866,من,من
5867,فضلك,فضلك
5868,اضرب,اضرب
5869,لي,لي
5870,فندقي,فندقي
5871,لمن,لمن
5872,تلقى,تلقى
5873,شنطي,شنطي
5874,داير,داير
5875,مكالمة,مكالمة
5876,تصحيني,تصحيني
5877,تمنية,ثمانية
5878,و,و
5879,نص,نص
5880,صباحا,صباحا
5881,من,من
5882,فضلك,فضلك
5883,ايوة,ايوة
5884,لكن,لكن
5885,دا,ده
5886,كتير,كثير
5887,شديد,شديد
5888,و,و
5889,انا,انا
5890,اساسا,اساسا
5891,ملان,ملان
5892,داير,داير
5893,شوية,شوية
5894,غسول,غسول
5895,فم,فم
5896,ما,ما
5897,حاسي,حاسي
5898,تمام,تمام
5899,هل,هل
5900,انت,انت
5901,بتدي,بتدي
5902,اي,اي
5903,تخفيض,تخفيض
5904,كبير,كبير
5905,طوكيو,طوكيو
5906,صفر,صفر
5907,تلاتة,ثلاثة
5908,اربع,اربع
5909,تسعات,تسعات
5910,اربعة,اربعة
5911,خمسة,خمسة
5912,ستة,ستة
5913,سبعة,سبعة
5914,ممكن,ممكن
5915,تساعدني,تساعدني
5916,القي,القي
5917,حديقة,حديقة
5918,الحيوان,الحيوان
5919,جولة,جولة
5920,البص,البص
5921,بتنتهي,بتنتهي
5922,حوالي,حوالي
5923,كم,كم
5924,هل,هل
5925,بتعرف,بتعرف
5926,كيف,كيف
5927,تستخدم,تستخدم
5928,تلفون,تلفون
5929,اكيد,اكيد
5930,عندنا,عندنا
5931,شوية,شوية
5932,ماركات,ماركات
5933,كتب,كتب
5934,امريكية,امريكية
5935,اصلية,اصلية
5936,جميلة,جميلة
5937,مشغل,مشغل
5938,مكالمات,مكالمات
5939,يتكلم,يتكلم
5940,ياباني,ياباني
5941,من,من
5942,فضلك,فضلك
5943,نحن,نحن
5944,مهتمين,مهتمين
5945,بالموضة,بالموضة
